cs/ccxt/exchanges/apex.cs	733	baseId	4	this.safeString(market, "baseTokenId")
cs/ccxt/exchanges/binance.cs	12277	fromId	2	this.safeString(accountsByType, fromAccount)
cs/ccxt/exchanges/bitbns.cs	365	baseId	5	this.safeString(market, "base")
cs/ccxt/exchanges/bithumb.cs	544	quoteId	1	this.safeString2(market, "quoteId", "quote")
cs/ccxt/exchanges/bitopro.cs	2113	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), "rest")
cs/ccxt/exchanges/bitrue.cs	3362	fromId	1	this.safeString(accountTypes, fromAccount, fromAccount)
cs/ccxt/exchanges/bitstamp.cs	1750	baseIdLower	2	this.safeStringLower(marketResolved, "baseId")
cs/ccxt/exchanges/bittrade.cs	1927	brokerId	1	this.safeString(broker, "id")
cs/ccxt/exchanges/bitvavo.cs	3006	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), api)
cs/ccxt/exchanges/blofin.cs	3689	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), "rest")
cs/ccxt/exchanges/coinbaseinternational.cs	1664	baseId	4	this.safeString(market, "base_asset_name")
cs/ccxt/exchanges/gate.cs	4480	price	4	this.safeString(paramsPaginate, "price")
cs/ccxt/exchanges/gemini.cs	2441	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), api)
cs/ccxt/exchanges/grvt.cs	3795	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), api)
cs/ccxt/exchanges/htx.cs	6304	brokerId	1	this.safeString(broker, "id")
cs/ccxt/exchanges/hyperliquid.cs	4707	tokenName	1	this.safeString(currencyInfo, "name")
cs/ccxt/exchanges/hyperliquid.cs	5569	code	1	this.safeString(hip3Dict, "code", coin)
cs/ccxt/exchanges/kraken.cs	2271	part4	4	this.safeString(parts, 4)
cs/ccxt/exchanges/kraken.cs	2654	offset	3	this.safeString(paramsOmitted, "offset")
cs/ccxt/exchanges/kraken.cs	4141	baseApiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), api)
cs/ccxt/exchanges/kraken.cs	4157	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), api)
cs/ccxt/exchanges/krakenfutures.cs	4244	version	2	this.safeString(parameters, "version", defaultVersion)
cs/ccxt/exchanges/krakenfutures.cs	4267	apiUrl	2	this.safeString((this.urls != null && ((IDictionary<string, object>)this.urls).ContainsKey("api") ? ((IDictionary<string, object>)this.urls)["api"] : null), api)
cs/ccxt/exchanges/paradex.cs	1419	hours	4	this.safeString(this.safeDict(marketResolved, "info", new Dictionary<string, object>() {}), "funding_period_hours")
